Epoch,Timestamp,Open,High,Low,Close
1789443900,2026-09-15T09:15:00,23576.15,23585.9,23518.3,23521.25
1789443915,2026-09-15T09:15:15,23521.5,23529.1,23509.5,23512
1789443930,2026-09-15T09:15:30,23513.1,23517.6,23499.65,23505.2
1789443945,2026-09-15T09:15:45,23505.75,23510.05,23487.45,23492.1
1789443960,2026-09-15T09:16:00,23490.35,23512.05,23490.35,23505.95
1789443975,2026-09-15T09:16:15,23505.2,23507.5,23500.45,23505.95
1789443990,2026-09-15T09:16:30,23506.2,23515.35,23502.9,23514.7
1789444005,2026-09-15T09:16:45,23514.6,23516.25,23508.65,23512.25
1789444020,2026-09-15T09:17:00,23511.15,23518.7,23509.2,23516.75
1789444035,2026-09-15T09:17:15,23515.75,23519.95,23512.65,23518.1
1789444050,2026-09-15T09:17:30,23518,23523.65,23514.75,23522.5
1789444065,2026-09-15T09:17:45,23521.4,23522.95,23504.85,23505.1
1789444080,2026-09-15T09:18:00,23505.95,23506.25,23490.3,23494.95
1789444095,2026-09-15T09:18:15,23494.95,23500.2,23491.6,23499.7
1789444110,2026-09-15T09:18:30,23500.95,23507.3,23497.2,23497.2
1789444125,2026-09-15T09:18:45,23497.2,23499.65,23492.15,23494.35
1789444140,2026-09-15T09:19:00,23494.85,23502.65,23492.1,23499.25
1789444155,2026-09-15T09:19:15,23498.65,23504.4,23497.95,23503.6
1789444170,2026-09-15T09:19:30,23503.65,23506.25,23496.25,23496.25
1789444185,2026-09-15T09:19:45,23496.65,23506.85,23495.9,23501.05
1789444200,2026-09-15T09:20:00,23501.25,23502.75,23495.6,23496.65
1789444215,2026-09-15T09:20:15,23496.2,23498.25,23492.55,23497.5
1789444230,2026-09-15T09:20:30,23497.3,23501.35,23493.95,23496.9
1789444245,2026-09-15T09:20:45,23496.05,23498.6,23494.25,23497.5
1789444260,2026-09-15T09:21:00,23497.15,23498.2,23493.2,23495.9
1789444275,2026-09-15T09:21:15,23495.75,23502.2,23494.15,23498.5
1789444290,2026-09-15T09:21:30,23498.6,23500.8,23495.45,23499.9
1789444305,2026-09-15T09:21:45,23499.05,23504.05,23498.95,23501.6
1789444320,2026-09-15T09:22:00,23501.35,23501.55,23495.5,23495.6
1789444335,2026-09-15T09:22:15,23494.75,23498.9,23491.9,23494.75
1789444350,2026-09-15T09:22:30,23493.2,23494.6,23488.05,23490.85
1789444365,2026-09-15T09:22:45,23489.95,23490.5,23481.55,23484.75
1789444380,2026-09-15T09:23:00,23485.4,23485.55,23480.2,23483.95
1789444395,2026-09-15T09:23:15,23482.6,23487,23481.4,23482.2
1789444410,2026-09-15T09:23:30,23482.15,23483.8,23476.4,23482.75
1789444425,2026-09-15T09:23:45,23482.25,23489.6,23482.2,23488.85
1789444440,2026-09-15T09:24:00,23488.85,23491.35,23486.45,23488.9
1789444455,2026-09-15T09:24:15,23489.15,23493.35,23484.95,23488.85
1789444470,2026-09-15T09:24:30,23486.9,23488.45,23479,23479.25
