Epoch,Timestamp,Open,High,Low,Close
1790221500,2026-09-24T09:15:00,23220.25,23280.6,23215.65,23261.3
1790221515,2026-09-24T09:15:15,23261.05,23267.05,23244.35,23251.8
1790221530,2026-09-24T09:15:30,23251.85,23254.45,23241.85,23243.7
1790221545,2026-09-24T09:15:45,23244.1,23260.8,23240.3,23258.6
1790221560,2026-09-24T09:16:00,23258,23258.9,23237.05,23247.35
1790221575,2026-09-24T09:16:15,23246.55,23248.1,23236.65,23237.95
1790221590,2026-09-24T09:16:30,23238.35,23242.4,23235.95,23237.6
1790221605,2026-09-24T09:16:45,23237.75,23240.15,23232.55,23235.6
1790221620,2026-09-24T09:17:00,23235.85,23240.15,23232.1,23236.5
1790221635,2026-09-24T09:17:15,23236.55,23242.65,23234.4,23242.1
1790221650,2026-09-24T09:17:30,23241.7,23243.8,23233.85,23234.8
1790221665,2026-09-24T09:17:45,23234.95,23237.3,23230.3,23235.8
1790221680,2026-09-24T09:18:00,23235.4,23237.05,23231.05,23234.75
1790221695,2026-09-24T09:18:15,23235.2,23238.05,23231.4,23237.55
1790221710,2026-09-24T09:18:30,23236.9,23240.95,23235.4,23238.55
1790221725,2026-09-24T09:18:45,23237.7,23246,23237.05,23242.3
1790221740,2026-09-24T09:19:00,23241.95,23245.6,23240.05,23240.2
1790221755,2026-09-24T09:19:15,23240.35,23241.55,23228.55,23228.55
1790221770,2026-09-24T09:19:30,23229.1,23229.45,23223.1,23228.4
1790221785,2026-09-24T09:19:45,23228.5,23231.3,23226.7,23227
1790221800,2026-09-24T09:20:00,23226.95,23230.4,23222.85,23229.9
1790221815,2026-09-24T09:20:15,23229.4,23231.05,23221.7,23224.6
1790221830,2026-09-24T09:20:30,23224.55,23226.35,23220.55,23225.4
1790221845,2026-09-24T09:20:45,23225.1,23228.05,23222.1,23227.35
1790221860,2026-09-24T09:21:00,23227.85,23230.2,23222.95,23227.35
1790221875,2026-09-24T09:21:15,23227.3,23232.75,23224.35,23230.15
1790221890,2026-09-24T09:21:30,23230.4,23233.6,23227.95,23232.8
1790221905,2026-09-24T09:21:45,23232.8,23240.65,23231.9,23238.8
1790221920,2026-09-24T09:22:00,23239.75,23243.05,23238.2,23242.4
1790221935,2026-09-24T09:22:15,23242.35,23244.8,23239.3,23239.3
1790221950,2026-09-24T09:22:30,23240.15,23249.05,23239.95,23247.55
1790221965,2026-09-24T09:22:45,23248.2,23251.8,23247.4,23249.15
1790221980,2026-09-24T09:23:00,23249.8,23250.2,23242.45,23245.1
1790221995,2026-09-24T09:23:15,23245.9,23249.4,23243.65,23246.6
1790222010,2026-09-24T09:23:30,23247.2,23253.3,23246.3,23250
1790222025,2026-09-24T09:23:45,23250.7,23251.55,23245.6,23246.25
1790222040,2026-09-24T09:24:00,23246.55,23247.65,23242.1,23247.65
1790222055,2026-09-24T09:24:15,23248.2,23252.55,23248.1,23251.15
1790222070,2026-09-24T09:24:30,23251.85,23252.85,23246.55,23248.45
1790222085,2026-09-24T09:24:45,23249.45,23250.75,23242.3,23243.35
1790222100,2026-09-24T09:25:00,23243.05,23243.65,23240.45,23240.65
1790222115,2026-09-24T09:25:15,23241,23242.25,23238.9,23240
1790222130,2026-09-24T09:25:30,23240.5,23242.8,23235.1,23235.15
1790222145,2026-09-24T09:25:45,23235.9,23242.75,23234.45,23242.75
1790222160,2026-09-24T09:26:00,23242.6,23245.5,23238.3,23244.25
1790222175,2026-09-24T09:26:15,23244.8,23250.05,23241.7,23250.05
1790222190,2026-09-24T09:26:30,23250.35,23251.15,23247.15,23247.3
1790222205,2026-09-24T09:26:45,23247.75,23249.65,23246,23246.3
1790222220,2026-09-24T09:27:00,23246.5,23248.55,23244.75,23244.85
1790222235,2026-09-24T09:27:15,23245.2,23247.55,23244.05,23245.6
1790222250,2026-09-24T09:27:30,23245.8,23249.25,23245.2,23246.65
1790222265,2026-09-24T09:27:45,23247.1,23248.3,23244.3,23247.1
1790222280,2026-09-24T09:28:00,23247.25,23249.7,23245.5,23245.95
1790222295,2026-09-24T09:28:15,23246.3,23249.85,23245.2,23249.3
1790222310,2026-09-24T09:28:30,23249.35,23250.75,23247.05,23249.15
1790222325,2026-09-24T09:28:45,23249.25,23253.2,23248.55,23252.2
1790222340,2026-09-24T09:29:00,23252.35,23254.1,23249.95,23251.1
1790222355,2026-09-24T09:29:15,23251.3,23255.85,23249.65,23254
1790222370,2026-09-24T09:29:30,23254.3,23257.1,23250.2,23256.55
1790222385,2026-09-24T09:29:45,23256.6,23261.55,23255.75,23260.2
1790222400,2026-09-24T09:30:00,23260.55,23261.75,23258.8,23261.6
1790222415,2026-09-24T09:30:15,23261.6,23261.7,23256.2,23257.1
1790222430,2026-09-24T09:30:30,23257.4,23258,23255.7,23256.4
1790222445,2026-09-24T09:30:45,23256.45,23257.2,23251.25,23256.6
1790222460,2026-09-24T09:31:00,23256.7,23260.35,23255.25,23255.25
1790222475,2026-09-24T09:31:15,23255.75,23258,23254.45,23256.1
1790222490,2026-09-24T09:31:30,23256.25,23259.85,23255.6,23258.45
1790222505,2026-09-24T09:31:45,23258.7,23261,23256.3,23260.95
1790222520,2026-09-24T09:32:00,23261.2,23270.6,23260.2,23270.1
1790222535,2026-09-24T09:32:15,23270.5,23272,23267.8,23270.3
1790222550,2026-09-24T09:32:30,23270.75,23271.15,23265.35,23266.15
1790222565,2026-09-24T09:32:45,23266.2,23268.75,23265.15,23267.55
1790222580,2026-09-24T09:33:00,23267.4,23267.4,23262.45,23263.25
1790222595,2026-09-24T09:33:15,23263.65,23267.1,23261.7,23266.15
1790222610,2026-09-24T09:33:30,23266.15,23268.85,23263.45,23263.45
1790222625,2026-09-24T09:33:45,23263.4,23263.4,23256.95,23262.65
1790222640,2026-09-24T09:34:00,23262.9,23265.35,23262.65,23264
1790222655,2026-09-24T09:34:15,23264,23265.4,23260.75,23261.95
1790222670,2026-09-24T09:34:30,23262.55,23265.5,23262.55,23263.15
1790222685,2026-09-24T09:34:45,23263.65,23265.05,23261.85,23264.1
1790222700,2026-09-24T09:35:00,23264.5,23264.65,23262.55,23264.3
1790222715,2026-09-24T09:35:15,23264.6,23268.05,23263.6,23267.9
